3840,amx,Anmatyerre,Anmatjirra; Anmatjera; Unmatjera; Imatjera; Urmitchee; Nmatjera; Inmatjera; Anmatjara; Janmadjara; Janmatjiri; Yanmedjara; Yandmadjari;,"Threatened (80 percent certain, based on the evidence available)",501-1000,Pama-Nyungan; Arandic,Western Anmatyerre; Eastern Anmatyerre;,,,Australia;,Australia,"-21.98277477,133.4290339"
3110,ant,Antakirinya,Kadjilaranda; Madutara; Mbenderinga; Ngonde; Njuntundjara; Tangara; Untergerrie; Walarangunja; Walarenunga; Yandairunga; Aldolinga; Aluna; Andagarinja; Andagarinya; Andagirinja; Andegilliga; Andekarinja; Andgari; Andigari; Andigarina; Andigarinya; Andigiri; Andigirinji; Andingiri; Andjirigna; Andjiringna; Andrgrinji; Anjirigna; Antakarinja; Antakerinya; Antakirinja;  Antegarinya; Antekarinja; Anterrikanya; Antigari; Antigerinya; Antikarinya; Antikirinya; Antin-gari; Antakerrinya; Unterrgerrie; Anderkerinja;Antakarinya;,"Severely Endangered (20 percent certain, based on the evidence available)",50,Pama-Nyungan; Wati,,,,Australia;,Australia,"-27.05245189,134.4007513"
3592,adg,Antekerrepenh,Andigibinha; Antekerrepinhe; Andakerebina; Undekerebina; Walwallie; Williwilli; Yanindo; Andeberegina; Andegerebenha; Antakiripina;  Willi-willi;Andegerebinha;,"Critically Endangered (20 percent certain, based on the evidence available)",Very few,Pama-Nyungan; Arandic,,,,Australia;,Australia,"-23.23189623,139.9715594"
3857,ard,Arabana-Wangkangurru,Arbana; Ngarabana; Arabuna; Arrabunna; Arrabonna; Arubbinna; Arapina; Arapani; Urapuna; Urabuna; Urabunna; Urroban; Wangarabana; Wongkurapuna; Wangarabunna; Nulla; Rabuna;Arabana;,Dormant (),0,Pama-Nyungan; Karnic,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-31.30521924,138.428335"
3594,aea,Ariba,Kurtjar; Araba; Rib; Ribh; A:rap; Aripa; Ngariba; Areba,"Critically Endangered (20 percent certain, based on the evidence available)",2,Pama-Nyungan; Paman,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-17.120653,141.833361"
3842,amz,Atampaya,,"Critically Endangered (20 percent certain, based on the evidence available)",4,Pama-Nyungan; Paman,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-11.48211057,142.3743784"
2066,asf,Australian Sign Language,Auslan;,"Threatened (20 percent certain, based on the evidence available)","6,500",Sign Language; Australian,,,,Australia;,Australia,"-35.3075, 149.124417"
6631,awk,Awabakal,Arwarbukarl; Awabagal; Hunter River and Lake Macquarie; Kuringgai; Kuri; Lake Macquaire Newcastle tribe; Lake Macquarie; Geawegal; Gwegal;,Awakening (),,Pama-Nyungan; Yuin-Kuric,Cameeragal; Awabagal; Wonarua;,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-33.09, 151.588"
10755,gwm,Awngthim,"Angutimi, Mamangidigh",Dormant (),No known L1 speakers,Pama-Nyungan; Paman,,,,Australia;,Australia,"-12.587833, 142.023835"
3446,typ,Awu Laya,Kuku-Thaypan; Gugu Dhayban; Kuku Thaypan; Koko Laia; Kokowara; Coo-coo-warra; Wu-Laya; Laya; Awu-Alaya;,Dormant (),0,Pama-Nyungan; Paman,,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",Australia;,Australia,"-15.039972,143.360461"
3883,ayd,Ayapathu, Abadja; Ai ebadu; Aiabadu; Aiyabotho; Aiyaboto; Ajabadha; Ajabatha; Ajibyrdu; Apatya; Badja; Baldya; Balfja; Jabuda; Kikahiabilo; Koka Ai-ebadu; Koka-aiebadu; Koko Aiebadu; Koko-Badja; Koko-Baldya; Koko-Baltjayiahjaba;Ayabadhu;,"Critically Endangered (20 percent certain, based on the evidence available)",6,Pama-Nyungan; Paman,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-14.47173612,143.2934448"
6770,axe,Ayerreyenge,Jaroinga; Jarionga; Yaroinga; Yarroinga; Yorrowinga; Yarrowin; Yuruwinga; Bularnu; Ayerrerenge; Aroinga; Yaringa; Yorrawinga; Jurangka; Manda; Pulanja; Bulanja; Bulanu; aroinga;,Dormant (),0?,Pama-Nyungan; Arandic,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,
3913,bia,Badimaya,Widimaya; Parti-Maya; Bidungu; Bardimaya Baadeemaia Badimaia Badimala Badimara Bardimaia Barimaia Bidungu Padimaia Padinaia Parimaia Patimara Patimay Waadal Wardal Badi-maia Wallawe Yamadgee Yamaji; Bardimaya;,Dormant (),0,Pama-Nyungan; Kartu,,,,Australia;,Australia,"-29.123373,116.706047"
6349,jbi,Badjiri,Budjari; Badyidi; Badjidi; Badjeri; Baddyeri; Byjerri; Baderi; Poidg-erry; Badjedi; Bädjäri; Poidgerry;,"Critically Endangered (20 percent certain, based on the evidence available)",~2,Pama-Nyungan; Karnic,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-28.71870395,144.8719484"
3897,bdy,Bandjalang,Bandjelang; Bogganger; Bundala; Gidabal; Yugumbe; Badjalang; Badjelang; Budulung; Buggul; Bundjalung; Paikalyung; Bandjalong; Bunjellung; Bundela; Bundel; Watchee; Woomargou; Bandjerang; Pangerang; Dadarawa; Arakwal; Gundurimba; Tugurimba;,"Severely Endangered (40 percent certain, based on the evidence available)",a few,Pama-Nyungan; Bandjalangic,Yugumbir; Gidabal;,,,Australia;,Australia,"-28.617377, 153.004160"
5252,rbp,Barababaraba,Baraparapa; Burraburburaba; Barrababarraba; Boorabirraba; Burappa; Burabura; Booraboora; Burapper; Karraba; Boort; Baraba Baraba; Baraba-Baraba; Baraba-baraba; Barappur; Bareber Bareber; Barraba-barraba; Beraba-Beraba; Birraba-birraba; Boora-boora; Burrabura-ba; Burrappa; Burrapper; Bureba; Burreba-burreba; Perapa-Perapa;,"Critically Endangered (20 percent certain, based on the evidence available)",5,Pama-Nyungan; Kulinic,,,,Australia;,Australia,
3892,bcj,Bardi,Baadi; Bard; Baardi; Badi; Barda; Ba:di; Bad; Ba:d; Baada; Baard; Boardybahrde;,"Critically Endangered (20 percent certain, based on the evidence available)",<5,Nyulnyulan; Western Nyulnyulan,Bardi; Jawi; Baard,,,Australia;,Australia,"-16.50302678,122.9331577"
6649,bjb,Barngarla,Parnkala; Parnkalla; Banggarla; Bangala; Banggala; Bahanga-La; Bungeha; Bungela; Pangkala; Pakarla; Pankalla; Punkalla; Kortabina; Pankarla; Bahanga-la; Kooapidna; Bungala; Bahngala; Pankala; Parkalla; Parn-ka-la; Punkirla; Willeuroo; Arkaba-tura; Wanbirujurari; Willara,Awakening (),,Pama-Nyungan; Thura-Yura,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-30.99936857, 136.9137803"
3960,bpt,Barrow Point,,"Critically Endangered (20 percent certain, based on the evidence available)",1,Pama-Nyungan; Paman,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-14.46601552,144.4487843"
3360,wdj,Batjamalh,Batyamal; Wadjiginy; Wogaity; Wagaydy; Bachamal; Wogait; Wogati; Wagaitj; Worgait; Worgite; Waggait; Waggite; Waggote; Waggate; Wagatsch; Waogatsch; Wogatj; Wogaidj; Wadyiginy; Waggites; Wargad; Wogadj; Worgaid; Worgaidj; Wogite; Wadjigin; Wadjigi:n; Wagjingi; Wadjingy; Wadyiginy Proper; Amijangal; Batjamal; Batymal; Murinwargad; Murrinh Bathemarl; Murrinh Patjtjamalh; Patjtjamalh; Wa(o)gatsch; Wadadjingi; Wadjagidj; Wagaidj; Wa-gait; Waggute; Wagite; Wangites; Wargite; Wogath; Wogites;,"Severely Endangered (20 percent certain, based on the evidence available)",<12,Isolate; Australian,Pungupungu;,,,Australia;,Australia,"-13.137203,130.284308"
6772,xby,Batyala,Badtjala; Batjala; Ngulungbara; Butchulla; Badjela; Badtala; Badyala; Bidhala; Dulingbara; Gnoolongbara; Koolaburra; Olungbura; Patyala; Thoorgine,Awakening (),,Pama-Nyungan; Waka-Kabic,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-25.44486229,153.1539929"
6773,xbp,Bibbulman,Pibelmen; Pepelman; Peopleman; Piblemen; Bibulman; Bibulmun; Bibu:lmoun; Bibbulmun; Bebleman; Pibilum; Bibilum; Bajongwongi; Bibilum; Bibuulmoun; Meeraman; Murram,Dormant (),0,Pama-Nyungan; Nyungic,,,,Australia;,Australia,"-34.90830698,117.173752"
4020,bym,Bidjara, Bitjara; Bithara; Bidjera; Minkabari; Peachera; Peechera; Pitjara; Pitteroo; Wilya;Bidyara;,"Severely Endangered (20 percent certain, based on the evidence available)",20,Pama-Nyungan; Maric,,,,Australia;,Australia,"-25.30623867,147.1137388"
10756,xbe,Bigambal,"Bigambul, Bigumbil",Dormant (),No known L1 speakers,Pama-Nyungan; Uncertain,,,,Australia;,Australia,"-28.166667, 150.166667"
5561,nbj-bil,Bilinarra,Pilinara; Bunara; Boonarra;Bilinara;,"Critically Endangered (100 percent certain, based on the evidence available)",1,Pama-Nyungan; Ngumpin-Yapa,,,,Australia;,Australia,"-17.26732129,130.8928481"
5554,wmb-bin,Binbinka,Binbinga;,"Critically Endangered (20 percent certain, based on the evidence available)",2,Mirndi,,,,Australia;,Australia,"-16.552078,134.786606"
5445,gup,Bininj Gun-wok, Proto Bininj Gun-wok; Mayali; Kunwinjku; Kuninjku; Gunawitji; Gundeidjeme; Gundeijeme; Gundja-jeimi; Gunwingo; Gunwingu; Gunwinygu; Koorungo; Kulunglutchi; Kulunglutji; Kundangyohmi; Maielli; Majali; Mangaridji; Mangeri; Margulitban; Neinggu; Unigangk; Urnigangg; Wengei; Wengej; Wengi; Witji; Gunwinjgu; Bininj Gun-Wok; Gunwiggu;Gunwinggu;,"Threatened (20 percent certain, based on the evidence available)","~1,600",Gunwinyguan; Gunwinggic,Gumadir; Muralidban; Gundjeipme; Naiali; Gunei;,,,Australia;,Australia,"-12.26525431,133.6466651"
6657,"bzr, xgi",Biri,Biria; Birri Gubba; Birigaba; Biriaba; Breeaba; Perembba; Perenbba; Wirri; Wiriwiri; Wierdi; Widi; Juipera; Garingbal,Awakening (),,Pama-Nyungan; Maric,Yambina; Yetimarala; Biri; Yilba; Barada; Garingbal; Wiri; Gangulu; Yangga;,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-28.478349,115.462875"
6677,0hq,Boonwurrung,Bunurong; Boon Wurrung; Bun wurrung; Boatnairo; Boatnarro; Putnaroo; Putmaroo; Bonurong; Bonnings; Boonnong; Boomerang; Port Phillip Aborigines; Bon-gar-rong; Bon-ga-rong; Boom ner wrong; Boomerong; Boonerong; Boong wer rong; Boongerong; Bounworong; Boonwoorong; Boonworong; Bonwarry; Westernport blacks; Boong.er.rong; Boong.er.ong; Bonwerong; Boormarong; Boonmerong; Bon-worong; Boonmorong; Bon-wrogon; Boonrong; Boongerang; Boon.ger.rong; Boonwo-rong; Western Port tribe; Boonurong; Bonwrong; Boungerong; Bournourong; Boongurong; Boonguerong; Boonwerung; Boonwerong; Boomeronge; Boon wurong; Coast tribe; Boonoorong; Boon-oor-rong; Boonurrong; Bunwurru; Bun-wurru; Bunwurung; Boon-wurung; Boon wurung; Borawong; Bunoorong; bunurong; Boonerang; Bunuron; Bunarong; Bunerong; Boonoor-ong; Bunwurong; Bunwurra; Thurung; Boonoorung; Boonworung; Boonwurrong; Bonourong; Bunerung; Boonooroong;,Awakening (),,Pama-Nyungan; Kulinic,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-38.44632223,145.8369926"
6776,xbg,Buandig,Buwandik; Booandik; Buandic; Buganditch; Booganitch; Bungandidjk; Bak-on-date; Bangandidj; Barconedeet; Boandik; Boandiks; Booandik-ngolo; Borandikngolo; Buandik; Buanditj; Bungaditj; Bungandaetch; Bungandaetcha; Bungandaitj; Bunganditj; Bunganditjngolo; Bungandit; Buwandik ;,Awakening (),,Pama-Nyungan; Kulinic,,,,Australia;,Australia,"-37.53325,140.745717"
3893,bck,Bunuba,Punapa;  Bunapa; Punaba; Booneba Bunaba; Kunamba; Punamba;Bunaba;,"Critically Endangered (60 percent certain, based on the evidence available)",,Bunaban,,,,Australia;,Australia,"-17.69419801,125.5950823"
2105,bvr,Burarra,Anbara; Anbarra; Barara; Barera; Baurera; Bawera; Burada; Burara; Bureda; Burera; Gidjingali; Gidjingaliya ; Gujingalia; Gujalabiya; Gun-Guragone; Jikai; Tchikai; Gidjingaliya Gujingalia;Gunardba,"Endangered (20 percent certain, based on the evidence available)",400-600,Maningrida,Gun-nartpa; Gun-narta; Gun-narda;,,,Australia;,Australia,"-12.02334685,134.7195148"
5557,dda,Dadi Dadi,Dadidadi; Dardidardi; Dardi-Dardi; Tharrthi-Tharrthi; Tatitati;,"Severely Endangered (20 percent certain, based on the evidence available)",10,Pama-Nyungan; Lower Murray,,,,Australia;,Australia,
1126,ngk,Dalabon,Ngalkbun; Ngalkbon; Buin; Boun; Buan; Bouin; Buwan; Gundangbon; Ngalabon; Nalabon; Dangbon; Ngalakan; Ngalagan; Nullakun; Nullikan; Nullikin; Ngalbon; Hongalla);,"Critically Endangered (20 percent certain, based on the evidence available)",5,Gunwinyguan,,,,Australia;,Australia,"-13.673658,133.885725"
6678,xda,Darkinyung,Darginjang; Darginyung; Darkinjang; Darkinoong; Darkinung; Darkinyun;  Darkiñung; Darknung;Darkinjung;,Awakening (),,Pama-Nyungan; Yuin-Kuric,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-33.11470744,150.4952383"
4117,dyn,Dhanggati,Djan-Gadi; Dainggati; Boorkutti; Dangadi; Dangati; Danggadi; Danggetti; Ghangatty; Thangatti; Amberu; Burgadi; Burrgati; Burugardi; Daingatti; daNati; Dang-getti; Danghetti; Dhangatty; Dhang-atty; Dhanggatti; Dhungutti; Djaingadi; Djangadi; Dunghutti; Dunggudi; Himberrong; Jang; Macleay Valley language; Ngaku; Nulla Nulla; Tangetti; Tang-gette; Thangatty; Thungatti; Yung; Yunggai; Danggali; Dangali; Tungarlee; Tongaranka; Dianggati; Dyangadi;Thanggatti;Thanggati,Awakening (),,Pama-Nyungan; Yuin-Kuric,,,,Australia;,Australia,"-30.94350452, 152.1724551"
5725,dhg,Dhangu-Djangu,Dhangu; Dhaŋu; Djangu; Warameri; Waramiri; Dangu; Dhangu'mi; Yirgala;,"Endangered (20 percent certain, based on the evidence available)",<350,Pama-Nyungan; Yolngu,Golumala; Wangurri; Ngaymil; Dhangu-Djangu; Gaalpu; Rirratjingu;,,,Australia;,Australia,"-12.38347818,136.7522892"
5114,tbh,Dharawal,Tharawal; Darawal; Carawal; Turawal; Thurrawal; Thurrawall; Turuwal; Turuwul; Turrubul; Tutuwull; Ta-ga-ry; Five Islands tribe;  Dharawaal; Dharawa; Turuwull;Thurawal;,"Critically Endangered (20 percent certain, based on the evidence available)",4,Pama-Nyungan; Yuin-Kuric,Wadiwadi;,,,Australia;,Australia,"-25.68629188,145.6371438"
6686,xdk,Dharug,Dharuk; Daruk; Dharruk; Eora; Lyora; Sydney Language; Broken Bay tribe; Darrook; Dharrook; Dharrok; Oharruk; Eo-ra; Ea-ora; Iora; Yo-ra; Kameraigal; Kem:arai; Kemmaraigal; Camera-gal; Cammera; Camerray-gal; Cam-meray; Kemmirai-gal; Gweagal; Bedia-mangora; Gouia-gul; Gouia; Botany Bay tribe; Wanuwangul; Kadigal; Caddiegal;Darug; Dhar’rook,Awakening (),,Pama-Nyungan; Yuin-Kuric,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",Dharuk was one of the first Australian languages that Europeans came into contact with. William Dawes was with the First Fleet and made extensive notes about the language. Those notebooks are now available at http://www.williamdawes.org/. See also http://australianmuseum.net.au/Aboriginal-People-of-Coastal-Sydney for more information about the Traditional Owners of the coastal Sydney region.,Australia;,Australia,"-33.52925837,150.3490464"
6350,xgm,Dharumbal,Baiali; Biyali; Darambal; Orambul; Charumbul; Darawal; Darumbal; Kooinmarburra; Kuinmurbara; Ningebal; Tarumbal; Tharumbal; Urambal; Warabal; Yetimarala; Wandandian (?); Byellee; Bieli; Byellel; Tarumbul; Koinjmal; Guñmal; Kooinmerburra; Kungmal; Kungalburra; Mamburra; Bayali; Koinbal,Awakening (),,Pama-Nyungan; Maric,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-23.05169278,150.4004615"
4065,dax,Dhay'yi,Dayi; Dha'i; Daii; Dalwango; Dalwongu; Darlwongo; Dha?i; Dhalwangu; Dha'yi; Dhayyi; Djarlwa:g; Djawark; Taii Tai;,"Critically Endangered (20 percent certain, based on the evidence available)",3,Pama-Nyungan; Yolngu,Djarrwark; Dhalwangu;,,,Australia;,Australia,"-13.0255,136.213856"
6777,dhx,Dhungaloo,,Dormant (),0,Pama-Nyungan; Maric,,,,Australia;,Australia,
6659,dhu,Dhurga,Dhu'rga; Durga; Thoorga; Tharumba; Thurga; Bugellimanj; Bargalia; Moruya; Bugellimangi; Walbanga; Thaua; Thawa; Thauaira; Tadermanji; Tauaira; Guyangalyuin; Wandanian; Kurialyuin; Dhuurga; Duurga,Awakening (),,Pama-Nyungan; Yuin-Kuric,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"-35.54363597, 150.1793725"
6029,"duj, djr",Dhuwal,Duala; Dual; Wulamba; Duwal; Murngin; Balamumu; Barlamomo; Barlamumu; Malag; Marlark; Arrawiya; Banjarrpuma; Bilamandji Dhurili; Durilji; Djambarrpuyngu; Jambapuing; Jambapuingo,"Threatened (20 percent certain, based on the evidence available)","3,044",Pama-Nyungan; Yolngu,Djambarrpuyngu; Dhuwaya; Djapu; Liyagalawumirr; Marrakulu; Marrangu; Dhuwal; Liyagawumirr; Datiwuy;,Dhuwal (ISO 639-3: duj) belongs to the Yolngu group and is spoken by several clans. Djambarrpuyngu (ISO 639-3: djr) is a representative dialect. (AIATSIS),,Australia;,Australia,"-12.61979016,135.5309461"
6663,"guf, gnn",Dhuwala,Gupapuyngu; Gobabingo; Kupapuyngu; Gubabuyngu; Gubabwingu; Gobabwingu; Gababoinu; Kopapingo; Kopapoingo; Koparpingu; Gupapuyŋu; Kopapingu; gupapuyngu; Kopapaingo; Gupapuynu; Gupapuyna; Kuppapoingo; Gobabwingo; Goba-buinggu; Gubabuingu; Gababingo; Gububuinung; Ba-babingo; Guba; Gobagwingo; Dajoror; Gumatj,"Endangered (20 percent certain, based on the evidence available)",321,Pama-Nyungan; Yolngu,Munyuku; Gupapuyngu; Walangu; Manggalili; Madarrpa; Wubulkarra;,The Gumatj (ISO 639-3: gnn) are a Dhuwala-speaking (ISO 639-3: guf) clan. ,,Australia;,Australia,"-12.19248937, 135.4089344"
5726,"dif, dit",Diyari,Dieri; Dayerrie; Deerie; Diari; Dickeri; Dieyerie; Dieyrie; Dijari; Diyeri; Dthee-eri; Koonarie; Kunari; Ti:ari; Tirari; Urronminna; Wongkadieri; Wonkadieri; Dirari; Dhirari,"Severely Endangered (20 percent certain, based on the evidence available)",~12,Pama-Nyungan; Karnic,,Some researchers treat Diyari (ISO 939-3: dif) and Dirari (ISO 939-3: dit) as a single language.,,Australia;,Australia,"-28.58486621,139.0862193"
4118,dyy,Djabugay,Dyabugay; Tjapukai; Bulum-Bulum; Check-Cull; Chewlie; Djabugai; Hileman; Kodgotto; Kikonjunkulu; Kokonyungalo; Koko-Tjumbundji; Ngarlkajie; Orlow; Tjabakai-Thandji; Tjabogaijanji; Tjankir; Tjankun; Tjapunkandji; Tjunbundji; Barron River dialect; Binggu; Dyabugai; Dyabugandyi; Koko-tjumbun;  Tjapukandji; Tjapukanja; Tjabogaitjandji; Tajbogaijanji; Kokonjunkulu; Kokoyungalo; Njakali; Nyakali;Dyaabugay;,"Critically Endangered (20 percent certain, based on the evidence available)",3,Pama-Nyungan; Yidinic,Dyaabugay; Gulay; Njakali;,,,Australia;,Australia,"-16.82350711,145.5840818"
